﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Change;Excluded;Name;Original;en;es-latam
;;Pedestrian;Well I'm sorry, but the club is currently full.;Well I'm sorry, but the club is currently full.;
;;Pedestrian;"You can try again tomorrow.\|
Or the day after tomorrow.";"You can try again tomorrow.\|
Or the day after tomorrow.";
;;Pedestrian;... Or whenever we have space for more.;... Or whenever we have space for more.;
;;Pedestrian;Good, because the club is already full.;Good, because the club is already full.;
;;;She seems to be looking at the bookshelves.;She seems to be looking at the bookshelves.;Parece estar algo distraída.
;;;Interrupt;Interrupt;Interrumpir
;;;Hazel;Hazel;Hazel
;;Hazel;"\etalk[5]Oh ...\. I'm sorry ...\.
I'm in your way, aren't I?";"\etalk[5]Oh ...\. I'm sorry ...\.
I'm in your way, aren't I?";"\etalk[5]Ay, disculpa...\.
No quería estorbarte. Pasa."
;;;I wanted to give you this;I wanted to give you this;Quería darte esto
;;;Nevermind;Nevermind;Olvídalo
;;Hazel;\etalk[5]Huh?;\etalk[5]Huh?;\etalk[5]¿Ah?
;;Hazel;"\etalk[5]Oh, thank you ...\|
I wasn't expecting that. ";"\etalk[5]Oh, thank you ...\|
I wasn't expecting that. ";"\etalk[5]Ah, gracias. ¿Qué es?"
;;Hazel;\etalk[5]...\. Did you write these?;\etalk[5]...\. Did you write these?;"\etalk[5]Ah, son... poesías.\. ¿Tú las escribiste?"
;;;Vee did;Vee did;Fue Vee
;;Hazel;\etalk[5]...\. These are nice.;\etalk[5]...\. These are nice.;\etalk[5]...\. Pues parecem bastante buenas.
;;Hazel;"\etalk[5]I'll have to read these in detail when I have 
the time.";"\etalk[5]I'll have to read these in detail when I have 
the time.";"\etalk[5]Las leeré con más calma más tarde."
;;Hazel;\etalk[5]...\| I didn't know she was into this kinda stuff.;\etalk[5]...\| I didn't know she was into this kinda stuff.;\etalk[5]...\| Oh, no sabía que le gustaba este tipo de cosas.
;;Hazel;"\etalk[5]...\| It isn't bad.
It actually has a bit of charm.";"\etalk[5]...\| It isn't bad.
It actually has a bit of charm.";"\etalk[5]...\| No están mal.
Tienen cierto encanto."
;;Hazel;"\etalk[5]Thank you for giving this to me.
I really ...\| appreciate it.";"\etalk[5]Thank you for giving this to me.
I really ...\| appreciate it.";"\etalk[5]...\| Gracias por dármelas.\|
Lo digo en serio."
;;;Librarian;Librarian;
;;Librarian;\etalk[6]Hi, try to be as quiet as possible please!;\etalk[6]Hi, try to be as quiet as possible please!;
;;;"It's full of books.\.
Read one?";"It's full of books.\.
Read one?";
;;;You grab a book and open a random page.;You grab a book and open a random page.;
;;;"""Our Memories""";"""Our Memories""";
;;;"""Some believe there’s a hidden part of the mind
that doesn’t think, it only remembers.""";"""Some believe there’s a hidden part of the mind
that doesn’t think, it only remembers.""";
;;;"""It holds the moments we can’t face, storing them
deep beneath the surface.""";"""It holds the moments we can’t face, storing them
deep beneath the surface.""";
;;;"""It's not really you, but a part that lives
inside you.""";"""It's not really you, but a part that lives
inside you.""";
;;;"""Drugs That Change Us""";"""Drugs That Change Us""";
;;;"""Some substances shift how we see the world.""";"""Some substances shift how we see the world.""";
;;;"""The shapes change, colors are vibrant, and
memories come loose from time.""";"""The shapes change, colors are vibrant, and
memories come loose from time.""";
;;;"""A few say they’ve seen things that shouldn’t exist,
but felt more real than anything else.""";"""A few say they’ve seen things that shouldn’t exist,
but felt more real than anything else.""";
;;;"""Maybe it’s just another layer we’re not meant
to see.""";"""Maybe it’s just another layer we’re not meant
to see.""";
;;;"""The Darkness Underneath Our Bodies""";"""The Darkness Underneath Our Bodies""";
;;;"""Regret sinks deeper than most feelings, hiding in
a place most people never dare to look.""";"""Regret sinks deeper than most feelings, hiding in
a place most people never dare to look.""";
;;;"""Some who enter learn to forgive what they find.""";"""Some who enter learn to forgive what they find.""";
;;;"""Others never come back. The weight pulls hard
if you’re not ready.""";"""Others never come back. The weight pulls hard
if you’re not ready.""";
;;;"""Meow""";"""Meow""";
;;;"""Meow.\! Meow.\! Meow.\! Meow.\! Meow.\! Meow.""";"""Meow.\! Meow.\! Meow.\! Meow.\! Meow.\! Meow.""";
;;;"You flip through the pages and see the only words
in this book are meow.";"You flip through the pages and see the only words
in this book are meow.";
;;;"""Whispers Between Us""";"""Whispers Between Us""";
;;;"""He reached for her hand, but paused, afraid that
the moment might shatter if he moved too fast.""";"""He reached for her hand, but paused, afraid that
the moment might shatter if he moved too fast.""";
;;;"""I don’t know if this will last, he whispered.""";"""I don’t know if this will last, he whispered.""";
;;;"""Maybe it doesn’t have to, she said softly.""";"""Maybe it doesn’t have to, she said softly.""";
;;;"""They then kissed.""";"""They then kissed.""";
;;;"""Emotions: How We Should Understand Them""";"""Emotions: How We Should Understand Them""";
;;;"""Some emotions last so long they stop being
feelings and start becoming things.""";"""Some emotions last so long they stop being
feelings and start becoming things.""";
;;;"""Loneliness is the most stubborn of them.""";"""Loneliness is the most stubborn of them.""";
;;;"""It learns to wait, to listen, to grow.""";"""It learns to wait, to listen, to grow.""";
;;;"""How to Become a Millionaire in 7 Days!""";"""How to Become a Millionaire in 7 Days!""";
;;;"""Tired of being poor?
Just follow these simple steps!""";"""Tired of being poor?
Just follow these simple steps!""";
;;;"""Step 1: Have a Million Dollars.""";"""Step 1: Have a Million Dollars.""";
;;;You decide to stop reading.;You decide to stop reading.;
;;;Jeffrey;Jeffrey;Jeffrey
;;Jeffrey;\etalk[4]Oh, man ...\| I just can't ...\. move ...\. right now ...;\etalk[4]Oh, man ...\| I just can't ...\. move ...\. right now ...;\etalk[4]Dios...\| no puedo...\| moverme...!
;;Jeffrey;\etalk[4]I just need ...\| a break ...;\etalk[4]I just need ...\| a break ...;\etalk[4]Necesito...\| tranquilizarme...
;;Jeffrey;\etalk[4]I ...\| oh god ...;\etalk[4]I ...\| oh god ...;\etalk[4]Ay, Dios...\| No pued...
;;Jeffrey;\etalk[4]My calming tea ...\| I need water ...;\etalk[4]My calming tea ...\| I need water ...;\etalk[4]Mi té relajante...\| ¡Necesito agua...!
;;Jeffrey;\etalk[4]Could you ...\| go to the janitor's closet ...;\etalk[4]Could you ...\| go to the janitor's closet ...;\etalk[4]¿Podrías...\| ir al cuarto de limpieza?
;;;I'll help;I'll help;Okey, voy
;;;I can't right now;I can't right now;No puedo ahora
;;Jeffrey;\etalk[4]Here's the ...\. key ...;\etalk[4]Here's the ...\. key ...;\etalk[4]Aquí está...\. la llave...
;;Jeffrey;\etalk[4]Come back ...\. later ...;\etalk[4]Come back ...\. later ...;\etalk[4]Vuelve...\. después...
;;Jeffrey;\etalk[4]Please ...\| be quick ...;\etalk[4]Please ...\| be quick ...;\etalk[4]No...\. tardes m-mucho...
;;Jeffrey;\etalk[4]Did you get i-it?;\etalk[4]Did you get i-it?;\etalk[4]¿Lo c-conseguiste?
;;Jeffrey;\etalk[4]This is just ...\| an empty cup ...;\etalk[4]This is just ...\| an empty cup ...;\etalk[4]Está...\| vacía...
;;Jeffrey;\etalk[4]C-could you ...\| fill it? Please ...;\etalk[4]C-could you ...\| fill it? Please ...;\etalk[4]¿P-Podrías...\| llenarla, p-por favor?
;;Jeffrey;\etalk[4]Thank you ...;\etalk[4]Thank you ...;\etalk[4]Gracias...
;;Jeffrey;\etalk[4]Oh, that's a lot better already.;\etalk[4]Oh, that's a lot better already.;\etalk[4]Ah. Ya me siento mucho mejor.
;;Jeffrey;"\etalk[4]Normally the janitor brings it to me during
the break, but I think he took a day off.";"\etalk[4]Normally the janitor brings it to me during
the break, but I think he took a day off.";"\etalk[4]Disculpa la molestia. Usualmente es el conserje
quien me trae el agua, pero creo que hoy no vino."
;;Jeffrey;"\etalk[4]I've got these special tea bags that are very
calming, they help with my high stress levels.";"\etalk[4]I've got these special tea bags that are very
calming, they help with my high stress levels.";"\etalk[4]Este té que acabo de tomar es antiestrés, 
y me ayuda mucho a relajarme."
;;Jeffrey;"\etalk[4]I ...\| can get you one if you'd like, for your
troubles.";"\etalk[4]I ...\| can get you one if you'd like, for your
troubles.";"\etalk[4]Te puedo dar algunas bolsitas para que te hagas
tu propio té cuando lo necesites."
;;Jeffrey;\etalk[4]Here you go ...;\etalk[4]Here you go ...;\etalk[4]Toma...
;;Jeffrey;"\etalk[4]Thanks again, I've been having a lot of problems
with high stress lately.";"\etalk[4]Thanks again, I've been having a lot of problems
with high stress lately.";"\etalk[4]Ah. Gracias de nuevo. Últimamente he tenido
serios problemas de estrés."
;;;How did you get those tea bags?;How did you get those tea bags?;¿Dónde conseguiste esas bolsitas de té?
;;;How did you get the key?;How did you get the key?;¿Cómo conseguiste la llave?
;;Jeffrey;"\etalk[4]My doctor recommended this special tea to me
that helps with stress and intense pressure.";"\etalk[4]My doctor recommended this special tea to me
that helps with stress and intense pressure.";"\etalk[4]Mi doctor me recomendó este té. Dijo que ayuda
bastante a reducir el estrés y la tensión."
;;Jeffrey;"\etalk[4]Oh, the janitor gave me an emergency key in case
he wasn't at school.";"\etalk[4]Oh, the janitor gave me an emergency key in case
he wasn't at school.";"\etalk[4]El conserje me dio una copia de su llave
por si no estaba en la escuela."
;;Jeffrey;"\etalk[4]He usually brings me some boiling water when I'm
freaking out.";"\etalk[4]He usually brings me some boiling water when I'm
freaking out.";"\etalk[4]Él suele traerme agua caliente para prepararme
mi té y así calmarme un poco."
;;;Trixie ;Trixie ;
;;Trixie ;"What do I get for trying out new magic spells in
class? I get detention.";"What do I get for trying out new magic spells in
class? I get detention.";
;;Trixie ;This school system is so broken ...;This school system is so broken ...;
;;;Pembleton ;Pembleton ;
;;Pembleton ;\etalk[6]Young man, shouldn't you be outside?;\etalk[6]Young man, shouldn't you be outside?;
;;Pembleton ;"\etalk[6]You should know that sunshine is very good for
your body!";"\etalk[6]You should know that sunshine is very good for
your body!";
;;;The clock lost it's arms.;The clock lost it's arms.;Le hacen falta sus manecillas.
;;;A trash can.;A trash can.;
;;;Mr. Lee;Mr. Lee;
;;Mr. Lee;"\etalk[4]I wouldn't call myself a ""strict"" teacher, but
sometimes there are people who cross the line.";"\etalk[4]I wouldn't call myself a ""strict"" teacher, but
sometimes there are people who cross the line.";
;;Mr. Lee;"\etalk[4]Like these guys, they deserve to be punished
for ruining my class!";"\etalk[4]Like these guys, they deserve to be punished
for ruining my class!";
;;;Sam;Sam;
;;Sam;"Dude, I still have to wait an entire HOUR
before I can go home.";"Dude, I still have to wait an entire HOUR
before I can go home.";
;;;Lil Johnny;Lil Johnny;
;;Lil Johnny;\etalk[14]It's really not fair! I didn't even do anything!;\etalk[14]It's really not fair! I didn't even do anything!;
;;Lil Johnny;\etalk[14]Rob was talking to me, I didn't say anything!;\etalk[14]Rob was talking to me, I didn't say anything!;
;;;Kyle;Kyle;
;;Kyle;"I'm not really supposed to be here right now, but
I don't really like being outside.";"I'm not really supposed to be here right now, but
I don't really like being outside.";
;;Kyle;"Like, people think I like being a popular kid, but
I'd rather spend my free time alone.";"Like, people think I like being a popular kid, but
I'd rather spend my free time alone.";
;;;hihihi;hihihi;
;;Shopper;"hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii";"hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii";
;;;"You're now going to the main game.
To return, talk to the boy again.";"You're now going to the main game.
To return, talk to the boy again.";
;;;tbh;tbh;tbh
;;tbh;Yippee! Yippee! Yippee! ;Yippee! Yippee! Yippee! ;¡Yuuupiiii!
;;;This is tbh's special room.;This is tbh's special room.;Esta es la habitación secreta de tbh.
;;;Good job on finding tbh's special room.;Good job on finding tbh's special room.;¡Qué bueno que la encontraste!
;;;It's a signed basketball.;It's a signed basketball.;Es una pelota de baloncesto firmada.
;;;Mr. ???;Mr. ???;Sr. ¿?
;;Mr. ???;"Alright children, are you all ready to listen
to this?";"Alright children, are you all ready to listen
to this?";Okey, ¿están todos listos para el show?
;;;Everyone;Everyone;Todos
;;Everyone;...\| Yeah.;...\| Yeah.;...\| Sí
;;Mr. ???;"Let's give it a spin!\.
This is one of my favorites!";"Let's give it a spin!\.
This is one of my favorites!";"Bien, vamos a comenzar entonces.\.
¡Esta es una de mis favoritas!"
;;;I still remember this song.;I still remember this song.;Aún recuerdo esa canción.
;;;I closed my eyes, trying to take everything in.;I closed my eyes, trying to take everything in.;"Cierro los ojos para concentrarme mejor
en la música."
;;;"My teacher once played it for us at the end
of our music class.";"My teacher once played it for us at the end
of our music class.";"Mi profesor alguna vez la tocó al final de
una de sus clases."
;;;It felt so special to me at the time.;It felt so special to me at the time.;Y, sinceramente, me pareció bastante especial.
;;;"It's a cheap keyboard.
I only know how to play one song on it.";"It's a cheap keyboard.
I only know how to play one song on it.";""
;;;???;???;¿?
;;???;"I think my dad owns the record Mr. ??? is 
about to put on.";"I think my dad owns the record Mr. ??? is 
about to put on.";
;;;It's a flashy electric guitar.;It's a flashy electric guitar.;
;;;It's a yellow bass.;It's a yellow bass.;
