﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Change;Excluded;Name;Original;en;es-latam
;;Cat;"\etalk[11]Unfortunately, the chef is feeling under
the weather...";"\etalk[11]Unfortunately, the chef is feeling under
the weather ...";
;;Cat;"\etalk[11]... and we're on the lookout for someone to help
prepare our dishes for the day.";"\etalk[11]... and we're on the lookout for someone to help
prepare our dishes for the day.";
;;;I could try;I could try;
;;;Good luck;Good luck;
;;;I want tea;I want tea;
;;Cat;"\etalk[11]That'd be fantastic! I'm sure you know
what you're doing!";"\etalk[11]That'd be fantastic! I'm sure you know
what you're doing!";
;;Cat;"\etalk[11]Just enter the door in the back, and you'll
find yourself in the kitchen!";"\etalk[11]Just enter the door in the back, and you'll
find yourself in the kitchen!";
;;Cat;\etalk[11]Thank you, human!;\etalk[11]Thank you, human!;
;;Cat;\etalk[11]Most certainly!;\etalk[11]Most certainly!;
;;Cat;"\etalk[11]Take a seat at one of our tables, a waiter will
be with you shortly!";"\etalk[11]Take a seat at one of our tables, a waiter will
be with you shortly!";
;;Cat;\etalk[11]Hello, can I help you?;\etalk[11]Hello, can I help you?;
;;;Can I help?;Can I help?;
;;Cat;\etalk[11]Have a good day!;\etalk[11]Have a good day!;
;;Waiter;\etalk[15]Welcome to our cafe, sir.;\etalk[15]Welcome to our cafe, sir.;
;;;The cat hisses and scratches at you.;The cat hisses and scratches at you.;
;;;Cat?;Cat?;
;;Cat?;\etalk[22]Hello, fellow cat friend!;\etalk[22]Hello, fellow cat friend!;
;;Cat?;\etalk[22]What a wonderful day to be a cat!;\etalk[22]What a wonderful day to be a cat!;
;;;Tom;Tom;
;;Tom;"Do you think they have schools here?
I’d love to learn alongside the cats!";"Do you think they have schools here?
I’d love to learn alongside the cats!";
;;;Construction Worker;Construction Worker;
;;Construction Worker;"It'll take a bit of time and hard work, but it's
gonna be worth it.";"It'll take a bit of time and hard work, but it's
gonna be worth it.";
;;Worm;wamba;wamba;
;;;Apple;Apple;
;;Apple;"I was supposed to go to the club with my two
friends, but I've lost me way!";"I was supposed to go to the club with my two
friends, but I've lost me way!";
;;;It's a water fountain.;It's a water fountain.;
;;;Guppy;Guppy;
;;Guppy;My owner gave me so many cool items...;My owner gave me so many cool items ...;
;;Guppy;"The thing is, I don't know what I'm supposed
to do with a sacred heart, or a battery...";"The thing is, I don't know what I'm supposed
to do with a sacred heart, or a battery...";
;;;It's a ladder.;It's a ladder.;
;;;Boy 1;Boy 1;
;;Boy 1;"You know, this might just be my favorite spot
in this whole city.";"You know, this might just be my favorite spot
in this whole city.";
;;;Boy 2;Boy 2;
;;Boy 2;Is it because of the flowers?;Is it because of the flowers?;
;;Boy 1;"That too, but also because I hang out with you
here all the time!";"That too, but also because I hang out with you
here all the time!";
;;;"The cat watches you, as if it's waiting for
something to happen.";"The cat watches you, as if it's waiting for
something to happen.";
;;;Aero;Aero;
;;Aero;\etalk[13]Heya! Wanna play hide and seek?;\etalk[13]Heya! Wanna play hide and seek?;
;;Aero;\etalk[13]Yes! I have the perfect hiding spot!;\etalk[13]Yes! I have the perfect hiding spot!;
;;Aero;\etalk[13]Aww...;\etalk[13]Aww...;
;;;Mr. Aero;Mr. Aero;
;;Mr. Aero;\etalk[13]Ho ho! I've lost my great son!;\etalk[13]Ho ho! I've lost my great son!;
;;Mr. Aero;"\etalk[13]He must have disappeared from existence!\.
There's no way you'll ever find him now!";"\etalk[13]He must have disappeared from existence!\.
There's no way you'll ever find him now!";
;;;Oliver;Oliver;
;;Oliver;"\etalk[14]This one here? I'm just so lucky to live with
this beautiful lady ...";"\etalk[14]This one here? I'm just so lucky to live with
this beautiful lady ...";
;;;Molly;Molly;
;;Molly;"\etalk[15]I love my amazing husband, he's never left
my side!";"\etalk[15]I love my amazing husband, he's never left
my side!";
;;;Electracat;Electracat;
;;Electracat;Grrrrr ...;Grrrrr ...;
;;;It seems aggressive ...;It seems aggressive ...;
;;;One day, surely!;One day, surely!;
;;;The baby swan seems to be sleeping.;The baby swan seems to be sleeping.;
;;;Toast;Toast;
;;Toast;\etalk[23]You are so cool...;\etalk[23]You are so cool ...;
;;;"I was confused on why I wasn't allowed to let
Selene outside.";"I was confused on why I wasn't allowed to let
Selene outside.";
;;;"Part of me thinks mom was scared she'd get stuck
again, but I don't know if she cared so much.";"Part of me thinks mom was scared she'd get stuck
again, but I don't know if she cared so much.";
;;;"Selene would sit by the window, looking at the
birds.";"Selene would sit by the window, looking at the
birds.";
;;;Sometimes the birds would look back at her.;Sometimes the birds would look back at her.;
;;;I wondered if she felt trapped in this house.;I wondered if she felt trapped in this house.;
;;;"The door is locked.\.
It reads ""STAFF ONLY"".";"The door is locked.\.
It reads ""STAFF ONLY"".";
;;;Finn;Finn;
;;Finn;\etalk[4]Hey.;\etalk[4]Hey.;
;;Finn;"\etalk[4]This music is pretty chill, but definitely not
as chill as me.";"\etalk[4]This music is pretty chill, but definitely not
as chill as me.";
;;;Recliner;Recliner;
;;Recliner;I've lost me best friend, basketball!;I've lost me best friend, basketball!;
;;;Basketball;Basketball;
;;Basketball;Where could he be?;Where could he be?;
;;Basketball;I've lost me best friend, recliner!;I've lost me best friend, recliner!;
;;;Goober;Goober;
;;Goober;I can't do this anymore...;I can't do this anymore ...;
;;;Lauwili;Lauwili;
;;Lauwili;"Although it takes hours for me to go to the city,
they've got the best underground clubs.";"Although it takes hours for me to go to the city,
they've got the best underground clubs.";
;;Felix;"Oh! I think I've seen you at school a couple of
days ago!";"Oh! I think I've seen you at school a couple of
days ago!";
;;Felix;What brings you here?;What brings you here?;
;;Handy;Wassup.;Wassup.;
;;;So cool...;So cool ...;
;;;Alien;Alien;
;;Alien;\etalk[15]This is such a vibe.;\etalk[15]This is such a vibe.;
;;;"It's an arcade machine.
Would you like to play?";"It's an arcade machine.
Would you like to play?";
;;;"It's a poster.\!
""STRAY KATS: LIVE!""";"It's a poster.\!
""STRAY KATS: LIVE!""";
;;;Solstice;Solstice;
;;Solstice;\etalk[10]I found this huge glowing ball!;\etalk[10]I found this huge glowing ball!;
;;Solstice;\etalk[10]It kinda looks like the sun!;\etalk[10]It kinda looks like the sun!;
;;;Madcap;Madcap;
;;Madcap;\etalk[11]Praise the gods!;\etalk[11]Praise the gods!;
;;Loaf Cat;\etalk[12]How would you rate this loaf?;\etalk[12]How would you rate this loaf?;
;;Loaf Cat;\etalk[12]That's just rude!;\etalk[12]That's just rude!;
;;Loaf Cat;\etalk[12]That's pretty low...;\etalk[12]That's pretty low ...;
;;Loaf Cat;\etalk[12]I knew it! I tried my best!;\etalk[12]I knew it! I tried my best!;
;;Loaf Cat;\etalk[12]A perfect score? Holy cow!;\etalk[12]A perfect score? Holy cow!;
;;;Paw1;Paw1;
;;Paw1;\etalk[13]Meow Meow Meow, Meow Meow.;\etalk[13]Meow Meow Meow, Meow Meow.;
;;;You probably shouldn't touch that ...;You probably shouldn't touch that ...;
;;;Place the ladder here?;Place the ladder here?;
;;John;Are you ready for your second challenge?;Are you ready for your second challenge?;
;;;How did you get up here;How did you get up here;
;;John;John doesn't have time for questions.;John doesn't have time for questions.;
;;John;"For your second challenge, you must get me
sawdust bread.";"For your second challenge, you must get me
sawdust bread.";
;;John;Come back when you think you're ready.;Come back when you think you're ready.;
;;John;It appears you have found sawdust bread.;It appears you have found sawdust bread.;
;;John;John approves.;John approves.;
;;John;I will see you tomorrow for your next challenge.;I will see you tomorrow for your next challenge.;
;;;Joscat;Joscat;
;;Joscat;"\etalk[8]You better not mess up my fur,
it takes work to look this fabulous!";"\etalk[8]You better not mess up my fur,
it takes work to look this fabulous!";
;;Haven;Apparently a band is gonna play here soon!;Apparently a band is gonna play here soon!;
;;;Third Eye Frog;Third Eye Frog;
;;Third Eye Frog;"\etalk[10]Ribbit! It sounds like there's gonna be some
live music this evening!";"\etalk[10]Ribbit! It sounds like there's gonna be some
live music this evening!";
;;Loaf Cat;\etalk[11]How would you rate this loaf?;\etalk[11]How would you rate this loaf?;
;;Loaf Cat;\etalk[11]That's just rude!;\etalk[11]That's just rude!;
;;Loaf Cat;\etalk[11]That's pretty low...;\etalk[11]That's pretty low ...;
;;Loaf Cat;\etalk[11]I knew it! I tried my best!;\etalk[11]I knew it! I tried my best!;
;;Loaf Cat;\etalk[11]A perfect score? Holy cow!;\etalk[11]A perfect score? Holy cow!;
;;Trumpeter;Y'all ready?;Y'all ready?;
;;Trumpeter;Ladies and gentlecats, we are The Swinging Cats!;Ladies and gentlecats, we are The Swinging Cats!;
;;Trumpeter;Thank you!;Thank you!;
;;Trumpeter;"Hey buddy, nice seeing you again.\!
We've got a bit of a problem here ...";"Hey buddy, nice seeing you again.\!
We've got a bit of a problem here ...";
;;Trumpeter;"We couldn't jam at school, but can you help
out now?";"We couldn't jam at school, but can you help
out now?";
;;Trumpeter;"Our keyboard player is stuck in traffic and won't
get here in time.";"Our keyboard player is stuck in traffic and won't
get here in time.";
;;Trumpeter;You can probably see what I'm about to ask ...;You can probably see what I'm about to ask ...;
;;;I'll play;I'll play;
;;;Give me a second;Give me a second;
;;Trumpeter;"Awesome! Hop on the keyboard and try to jam
along!";"Awesome! Hop on the keyboard and try to jam
along!";
;;Trumpeter;No worries, let me know if you wanna help out.;No worries, let me know if you wanna help out.;
;;Trumpeter;You up?;You up?;
;;Trumpeter;Hop on the keyboard and try to jam along!;Hop on the keyboard and try to jam along!;
;;Trumpeter;"That was great! 
Thanks for helping out man!";"That was great! 
Thanks for helping out man!";
;;;Tako Stix;Tako Stix;
;;Tako Stix;Who needs two arms when you've got eight!;Who needs two arms when you've got eight!;
;;;Thunder Cat;Thunder Cat;
;;Thunder Cat;Just out here walking the bass.;Just out here walking the bass.;
;;;Roseate;Roseate;
;;Roseate;"\etalk[19]I've been thinking a lot about some rather
concerning stuff lately.";"\etalk[19]I've been thinking a lot about some rather
concerning stuff lately.";
;;Roseate;"\etalk[19]Like mortality, our role in the world,
and the endless, empty space we live in.";"\etalk[19]Like mortality, our role in the world,
and the endless, empty space we live in.";
;;Roseate;"\etalk[19]I feel like I'm wasting my time thinking
about it...";"\etalk[19]I feel like I'm wasting my time thinking
about it ...";
;;;Zippy;Zippy;
;;Zippy;"I really wanna zee the muzicians up close, but I'm
worried I'll be deaf at the end of the zhow.";"I really wanna zee the muzicians up close, but I'm
worried I'll be deaf at the end of the zhow.";
;;Zippy;"That'z why I'm wearing these headphonez!\!
Now I'll never be deaf!";"That'z why I'm wearing these headphonez!\!
Now I'll never be deaf!";
;;;Daisy;Daisy;
;;Daisy;"\etalk[21]I'm so glad we finally get to see each other
again after so long!";"\etalk[21]I'm so glad we finally get to see each other
again after so long!";
;;Daisy;\etalk[21]I've really missed you!!!;\etalk[21]I've really missed you!!!;
;;;Muffin;Muffin;
;;Muffin;"\etalk[22]It's nice to be able to hang out with
you again...";"\etalk[22]It's nice to be able to hang out with
you again ...";
;;;Skater;Skater;
;;Skater;"I like it, but I feel like the chords could
be more special...";"I like it, but I feel like the chords could
be more special ...";
;;;Weston;Weston;
;;Weston;Watching this band is cool, but let's be honest.;Watching this band is cool, but let's be honest.;
;;Weston;"The true genius is right here, taking notes for
my next big hit!";"The true genius is right here, taking notes for
my next big hit!";
;;;Space Cat;Space Cat;
;;Space Cat;They can really groove!;They can really groove!;
;;;Paranoid Man;Paranoid Man;
;;Paranoid Man;"I'm not here...
This isn't happening...";"I'm not here ...
This isn't happening ...";
;;;Christo;Christo;
;;Christo;"They really can groove...\!
You can feel that digital love in the air!";"They really can groove ...\!
You can feel that digital love in the air!";
;;;The Beetle;The Beetle;
;;The Beetle;I'm excited to see what they've got... ;I'm excited to see what they've got ... ;
;;The Beetle;They really took a sad song, and made it better.;They really took a sad song, and made it better.;
;;;Black Cow;Black Cow;
;;Black Cow;"\etalk[29]I'd love to learn the saxophone, and play just
what I feel.";"\etalk[29]I'd love to learn the saxophone, and play just
what I feel.";
;;Black Cow;\etalk[29]I've got no way with music though, but I can dream.;\etalk[29]I've got no way with music though, but I can dream.;
;;;Concerned Cat;Concerned Cat;
;;Concerned Cat;\etalk[30]Damn! This red chili pepper is really hot!;\etalk[30]Damn! This red chili pepper is really hot!;
;;Concerned Cat;\etalk[30]Why did I take a bite?!;\etalk[30]Why did I take a bite?!;
;;Concerned Cat;"\etalk[30]Why did I just take ANOTHER bite of this
red, hot chili pepper?!";"\etalk[30]Why did I just take ANOTHER bite of this
red, hot chili pepper?!";
